order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,blank_1,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,blank_2,control_mean,control_sd,control_N,blank_3,cohens_d,blank_4,reverse,input_glass_delta,input_glass_delta_sd,include,blank_5,pku_age_mean,pku_age_sd,blank_6,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3
187,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Muri et al 2022,2022,Colour-word interference test condition 4 (inhibition/switching),NA,NA,Residuals (USE?),NA,(lower = better),Delis– Kaplan Executive Function System (D-KEFS),6.4,10.2,30,741,265.1851852,IQR=358,-2.3,11.8,54,54,-0.45,NA,1,-0.73,NA,0,NA,NA,NA,NA,NA,"Last is the inhibition/switching trial, in which the patient is presented with a page containing the words “red,” “green,” and “blue” written in red, green, or blue ink. Half of these words are enclosed within boxes. The patient is asked to say the color of the ink in which each word is printed (as in the third trial), but to read the word aloud (and not name the ink color) when a word appears inside a box, as quickly as he/she can without making mistakes.",NA,NA,NA,NA
260,Adults,Divided attention,Divided attention,,,,Muri et al 2022,2023,Divided attention (TAP subtests),NA,NA,Test of Attentional Performance (TAP),Residuals (USE?),(lower = better),*Residuals are the error terms after regressing out the confounding variable AGE,-0.05,1.9,30,741,265.1851852,IQR=358,-0.6,2.1,54,NA,-0.27,NA,1,-0.26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Muri et al 2022,2023,Sustained attention (TAP subtests),NA,NA,Test of Attentional Performance (TAP),Residuals (USE?),(lower = better),*Residuals are the error terms after regressing out the confounding variable AGE,28.5,48.8,30,741,265.1851852,IQR=358,-9.4,50.4,54,NA,-0.76,NA,1,-0.75,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Stroop-INTERFERENCE,accuracy,accuracy,Incongruent condition Errors,Naming the colour of words spelling a different colour,NA,NA,0.63,1.07,37,720,NA,NA,0.8,1,30,NA,NA,NA,1,-0.157038213,NA,0,replicate results,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
194,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Stroop-INTERFERENCE,speed,speed,Incongruent  condition RT,Naming the colour of words spelling a different colour,NA,NA,876.73,206.05,37,720,NA,NA,730.02,130.33,30,NA,-0.850993298,NA,1,0.703764408,NA,0,replicate results,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
235,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,,,Sundermann et al 2011-Gr1,2011,STROOP baseline,accuracy,accuracy,Placebo 1st session - neutral errors,"Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",NA,NA,2,NA,9,1140,310,NA,0,NA,15,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Since birth,till  adolescence,Soon after birth
195,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Sundermann et al 2011-Gr1,2011,Stroop DIFFERENCE,accuracy,accuracy,Placebo 2nd session - difference neutral-incongruent Errors,"Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",NA,NA,2,NA,9,1140,310,NA,0,NA,15,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Since birth,till  adolescence,Soon after birth
202,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Sundermann et al 2011-Gr2,2011,Stroop-INTERFERENCE,speed,NA,Placebo 2nd session -incongruent cond RT,"Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",NA,NA,1045,137.9,9,1210,320,NA,1046.2,213.9,15,NA,6.67E-03,NA,1,5.42E-03,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Sundermann et al 2011-Gr2,2011,Stroop-INTERFERENCE,speed,NA,Placebo 2nd session -incongruent cond RT,"Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",NA,NA,984.8,210.4,9,1210,320,NA,962.2,194.2,15,NA,-0.111625833,NA,1,-0.112361945,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,Mixed-age,EF-Flexibility,EF-Flexibility-verbal,,ES_medium,ES_small,Van Zutphen et al 2007,2007,Semantic fluency,NA,NA,Category Switching,NA,From D-KEFS,NA,9.4,3.66,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.195419847,NA,0,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
92,Mixed-age,EF-Flexibility,EF-Flexibility-verbal,,ES_medium,ES_small,Van Zutphen et al 2007,2007,Semantic fluency,NA,NA,Category Switching Accuracy,NA,From D-KEFS,NA,8.93,4,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.348498728,NA,0,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
249,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Weglage et al 1996/1999,1996,Stroop-baseline-speed,speed,NA,CWIT Colour naming speed,NA,NA,NA,83.5,16.7,20,582,372,NA,62.1,12.1,20,NA,NA,NA,1,3.677521756,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Weglage et al 1996/1999,1999,Stroop-baseline-speed,speed,NA,CWIT Colour naming Speed (older group 14+),Weglage 1999; time 2,NA,NA,67.4,11.2,20,744,456,1999 report of 1996  Phe and 1996 Phe aren't the same,56.6,8.2,20,NA,NA,NA,1,-1.290906154,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,White et al 2001,2001,Word-list learning,NA,NA,CVLT -Trial 1 (words correct),NA,NA,NA,6.52,2,23,496.4,230,NA,6.87,1.46,23,NA,NA,NA,-1,-0.235616438,NA,0,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
292,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,White et al 2001,2001,Word-list learning,NA,NA,CVLT -Trial 1 semantic cluster ratio,NA,NA,NA,0.28,0.15,23,496.4,230,NA,0.27,0.19,23,NA,NA,NA,-1,5.17E-02,NA,0,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
293,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,White et al 2001,2001,Word-list learning,NA,NA,CVLT -List B (words correct),NA,NA,NA,5.91,1.98,23,496.4,230,NA,6.04,2.4,23,NA,NA,NA,-1,-5.32E-02,NA,0,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
559,NA,excluded,excluded,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,Children,IQ,IQ,,,,Soleymani 2015,2015,WPPSI,NA,NA,some late treated,NA,NA,NA,83.37,8.53,8,NA,NA,NA,99.55,6.35,42,NA,NA,NA,-1,-2.51,NA,0,NA,4.26,0.67,NA,4.97,0.9,At diagnosis (diganosed at newborn screening),NA,NA,NA
561,Children,IQ,IQ,,,,Feldmann 2019,2019,WISC & WAIS,NA,NA,Mild pku as controls,NA,include? Mild pku as controls,NA,95.2,12.3,28,528,312,NA,92.7,13.9,21,NA,NA,NA,-1,0.18,0.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,Children,IQ,IQ,,,,Weglage 2000,2000,CFT-20,NA,NA,DIABETIC CONTROLS,NA,NA,NA,100,14,42,894,360,NA,104,12,42,NA,NA,NA,-1,-0.33,-0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Duarte et al 2023,2023,Semantic fluency,NA,NA,Animals,number in 60 sec,The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,14.4,3.14,27,NA,NA,NA,14.7,3.14,28,NA,NA,NA,-1,NA,NA,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
565,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Duarte et al 2023,2023,Semantic fluency,NA,NA,Animals,number in 60 sec,The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,14.4,3.14,27,NA,NA,NA,14.7,3.14,28,28,NA,NA,-1,-0.09,NA,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
566,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Duarte et al 2023,2023,Phonemic fluency,NA,NA,total in 60 sec,"letters: R,A,S",The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,21.7,10.7,27,NA,NA,NA,24.2,8.46,28,NA,NA,NA,-1,-0.29,-0.31,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
567,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Duarte et al 2023,2023,Animal sorting,NA,NA,Raw scores,"This subtest is designed to assess the ability to formulate basic concepts, to transfer those concepts into action (sort into categories), and to shift set from one concept to another. The child sorts cards into two groups of four cards each using various self-initiated sorting criteria.",The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,4.11,1.8,27,NA,NA,NA,4.07,1.88,28,28,NA,NA,-1,0.02,NA,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
568,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Duarte et al 2023,2023,Digit span,NA,NA,score,max 8,The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,3.48,0.8,27,NA,NA,NA,3.79,1.23,28,NA,NA,NA,-1,-0.25,NA,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
569,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Duarte et al 2023,2023,IN-I (Inhibition),NA,NA,Inhibition,"can't figure out measure?? But low scores indicate ""poor sustained attention, inhibition, or working memory"" from NEPSY-II: A Developmental Neuropsychological Assessment, Second Edition",The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,1.04,0.298,27,NA,NA,NA,1.04,0.47,28,NA,NA,NA,-1,0,NA,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
570,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Duarte et al 2023,2023,IN-N (Naming),NA,NA,Naming,"can't figure out measure?? But low scores indicate ""poor sustained attention, inhibition, or working memory"" from NEPSY-II: A Developmental Neuropsychological Assessment, Second Edition",The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,Glass delta looks odd; Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,2.44,4.88,27,NA,NA,NA,1.04,0.19,28,NA,NA,NA,-1,7.263656772,NA,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
571,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Duarte et al 2023,2023,IN-S (Switching),NA,NA,Switching,"can't figure out measure?? But low scores indicate ""poor sustained attention, inhibition, or working memory"" from NEPSY-II: A Developmental Neuropsychological Assessment, Second Edition",The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,0.61,0.186,27,NA,NA,NA,0.65,0.19,28,NA,NA,NA,-1,-0.207533051,NA,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
572,Children,Visual STM/WM,Visual STM/WM,ES_medium,ES_large,ES_medium,Duarte et al 2023,2023,Corsi Block task,NA,NA,The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,max 7,NA,Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,6.11,2.55,27,NA,NA,NA,6.14,1.96,28,NA,NA,NA,-1,-0.02,NA,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
573,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Duarte et al 2023,2023,Response set (auditory control and vigilence),NA,NA,raw scores,NA,The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,31.3,6.02,27,NA,NA,NA,34.1,3.56,28,NA,NA,NA,-1,-0.76,-0.78,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
574,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Manti et al 2023,2023,Choice detection-acc,accuracy,accuracy,Accuracy (max=64),NA,NA,NA,60.7,6.9,7,1311,278,At T0 (before resume strict diet),64,0,7,NA,NA,NA,-1,--,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,ES_medium,ES_small,Manti et al 2023,2023,Digit/symbol coding,NA,NA,Raw scores,NA,NA,NA,51.4,9.6,7,1311,278,At T0 (before resume strict diet),69,2.31,7,7,NA,NA,-1,-7.132725431,NA,0,NA,NA,NA,NA,NA,The participant is given 120 s to fill as many boxes as possible with a symbol corresponding to a number according to a key.,NA,NA,NA,NA
577,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,ES_medium,ES_small,Manti et al 2023,2023,Phonemic fluency,NA,NA,Letter fluency - N correct,NA,NA,difference looks very large - but this is what is reported,24.6,12.8,7,1311,278,At T0 (before resume strict diet),54.3,8.9,7,7,NA,NA,-1,-2.69,NA,0,NA,NA,NA,NA,NA,Participants are asked to orally produce as many words as possible beginning with a specific letter. The test consists of three trials of 1 min each.,NA,NA,NA,NA
578,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,ES_medium,ES_small,Manti et al 2023,2023,Semantic fluency,NA,NA,Semantic fluency - N correct,ANIMALS,NA,NA,42.6,16.1,7,1311,278,At T0 (before resume strict diet),51.4,6.8,7,NA,NA,NA,-1,-1.21,NA,0,NA,NA,NA,NA,NA,"articipants are asked to generate as many words as possible from a given semantic category (e.g., “animals”) within a limited time, usually 1 min. This requires planning an efficient search through the lexicon.",NA,NA,NA,NA
579,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Manti et al 2023,2023,Hayling sentence completion,NA,NA,Accuracy (max=10),NA,NA,NA,8.9,2,7,1311,278,At T0 (before resume strict diet),10,1.8,7,SD from De Felice et al 2018,NA,NA,-1,-0.572104019,NA,0,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
580,Adults,Higher Language Skills,Higher Language Skills,,,,Manti et al 2023,2023,Understanding of metaphors,NA,NA,accuracy measures (correct response rates) are taken.,NA,NA,NA,2.3,3.4,7,1311,278,At T0 (before resume strict diet),5,3.1,7,"SD from De Felice et al 2018, Metaphor Picture?",1.123051947,NA,-1,-0.815374056,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Manti et al 2023,2023,Naming-accuracy,NA,NA,NA,Continuous picture naming (corr. Max - 165),NA,NA,123.3,17.1,7,1311,278,At T0 (before resume strict diet),146.3,15,7,NA,NA,NA,-1,-1.435460993,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Manti et al 2023,2023,Nonword reading-accuracy,NA,NA,NA,Non-word reading (corr. Max = 40),NA,NA,39.6,0.5,7,1311,278,At T0 (before resume strict diet),40,0.5,7,used PKU SD,NA,NA,-1,-0.74893617,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Manti et al 2023,2023,Spelling,NA,NA,Corr. Max = 30,NA,NA,NA,29.1,1.6,7,1311,278,At T0 (before resume strict diet),30,0,7,NA,NA,NA,-1,-0.55,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Manti et al 2023,2023,Word reading-Accuracy,accuracy,NA,NA,Word reading (corr. Max = 40),NA,NA,39.6,0.5,7,1311,278,At T0 (before resume strict diet),40,0.32,7,from Palermo et al 2017,NA,NA,-1,-1.170212766,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Manti et al 2023,2023,Simple detection-RT,speed,NA,RT,NA,NA,NA,664,418,7,1311,278,At T0 (before resume strict diet),287,20,7,NA,NA,NA,1,-17.64680851,-1.192719535,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Manti et al 2023,2023,RVP,speed,NA,RT,NA,NA,NA,526.1,78.4,7,1311,278,At T0 (before resume strict diet),332.7,22.2,7,NA,-3.36,NA,1,-8.16,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Manti et al 2023,2023,RVP,accuracy,NA,Accuracy (% Errors),NA,NA,NA,17.4,7.3,7,1311,278,At T0 (before resume strict diet),6.4,1.6,7,NA,-2.08,NA,1,-6.44,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Manti et al 2023,2023,Paired associates verbal learning,NA,NA,"Immediate recall, corr. Max = 45",NA,NA,NA,7.3,5.6,7,1311,278,At T0 (before resume strict diet),38.9,5.6,7,NA,NA,NA,-1,-5.28,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Manti et al 2023,2023,Paired associates verbal learning,NA,NA,"Delayed recall, corr. Max = 9)",NA,NA,NA,1.3,1.3,7,1311,278,At T0 (before resume strict diet),6.3,1.1,7,NA,NA,NA,-1,-4.26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Manti et al 2023,2023,Word-list learning,NA,NA,"Rey Immediate recall (Trial A1-A5, max = 75)",NA,NA,NA,31.4,5.4,7,1311,278,At T0 (before resume strict diet),50.5,4.6,7,NA,NA,NA,-1,-3.89,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Manti et al 2023,2023,Word-list learning,NA,NA,"Rey Delayed Recall (Trial A6, n=15)",NA,NA,NA,5.8,2.6,7,1311,278,At T0 (before resume strict diet),11.1,1.3,7,NA,NA,NA,-1,-3.82,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Manti et al 2023,2023,Digit span,NA,NA,NA,NA,NA,NA,3.6,1,7,1311,278,At T0 (before resume strict diet),7.6,0.5,7,NA,NA,NA,-1,-7.49,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Manti et al 2023,2023,Grooved pegboard,speed,NA,Speed (s),NA,NA,NA,83.9,25.9,7,1311,278,At T0 (before resume strict diet),64.1,5.9,7,NA,NA,NA,1,-3.14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Manti et al 2023,2023,Grooved pegboard,accuracy,NA,Accuracy (% of Errors),NA,NA,NA,1,1.8,7,1311,278,At T0 (before resume strict diet),0,0,7,no accuracy in Romani 2020,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Manti et al 2023,2023,Choice detection-RT,speed,speed,RT,NA,NA,NA,485,90,7,1311,278,At T0 (before resume strict diet),384,25,7,NA,NA,NA,1,-3.78,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Manti et al 2023,2023,Conjoined search-RT,speed,speed,RT,NA,NA,NA,1320,394,7,1311,278,At T0 (before resume strict diet),844,55,7,NA,NA,NA,1,-8.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Manti et al 2023,2023,Detection w/distractors,speed,speed,RT,NA,NA,NA,507,105,7,1311,278,At T0 (before resume strict diet),404,26,7,NA,NA,NA,1,-3.71,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Manti et al 2023,2023,Feature search,speed,speed,RT,NA,NA,NA,880,282,7,1311,278,At T0 (before resume strict diet),515,53,7,NA,NA,NA,1,-6.45,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Manti et al 2023,2023,Corsi Block task,NA,NA,Corsi Span,NA,NA,NA,4.2,0.6,7,1311,278,At T0 (before resume strict diet),8.7,0.5,7,NA,NA,NA,-1,-8.43,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Manti et al 2023,2023,Conjunction search-accuracy,accuracy,accuracy,Accuracy (max=36),NA,NA,NA,32.6,6.5,7,1311,278,At T0 (before resume strict diet),35.4,0.8,7,NA,NA,NA,-1,-3.276595745,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Manti et al 2023,2023,Detection w/distractors,accuracy,accuracy,Accuracy (max=64),NA,NA,NA,61.3,6.5,7,1311,278,At T0 (before resume strict diet),64,0.7,7,SD from Romani 2020,NA,NA,-1,-3.610942249,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Manti et al 2023,2023,Nonword repetition,NA,NA,Accuracy(max=64),NA,NA,NA,33.9,5.9,7,1311,278,At T0 (before resume strict diet),56.4,3.8,7,NA,4.53,NA,-1,-5.54,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Manti et al 2023,2023,Feature search,accuracy,accuracy,Accuracy (max=36),NA,NA,NA,33,6.7,7,1311,278,At T0 (before resume strict diet),36,0.43,7,SD from Romani 2020,NA,NA,-1,-6.531420089,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
