order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,control_mean,control_sd,control_N,cohens_d,reverse,input_glass_delta,input_glass_delta_sd,include,pku_age_mean,pku_age_sd,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3,CohensD,HedgesG,SMD,GlassDelta,InputDataSMD,ScaledSESqr,Vdf,SmallSampCor,g,Vg,FunctionMean,FunctionSD,Outlier,OutlierLowCut,OutlierHighCut
279,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Anderson et al 2002/2007,2008,Word-list learning,NA,NA,RVDLT–total,NA,NA,28.26,8.61684397,33,-,-,34.07,8.746427842,34,NA,-1,-0.656576926,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.669133255,-0.661382676,-0.664271186,-0.664271186,-0.656576926,0.058823529,33,0.977099237,-0.649058869,0.065206521,-0.513752504,0.567883572,0,-1.933461435,0.905956427
309,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Anderson et al 2002/2007,2008,Digit span–backwards,NA,NA,Digit span–backwards,NA,NA,3.27,1.148912529,33,-,-,3.88,1.166190379,34,NA,-1,-0.517011951,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.526899249,-0.520796169,-0.523070685,-0.523070685,-0.517011951,0.058823529,33,0.977099237,-0.511091967,0.062781332,-0.559505432,0.561840638,0,-1.964107027,0.845096163
304,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Anderson et al 2002/2007,2008,Digit span-forward,NA,NA,Digit span-forward,NA,NA,5.32,1.148912529,33,-,-,5.56,1.166190379,34,NA,-1,-0.203414538,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.207304623,-0.204903411,-0.205798302,-0.205798302,-0.203414538,0.058823529,33,0.977099237,-0.201085364,0.059436186,-0.559505432,0.561840638,0,-1.964107027,0.845096163
441,Children,Visual spatial attention speed,Visual spatial attention speed,NA,NA,NA,Anderson et al 2002/2007,2008,Symbol Search,NA,NA,speed + accuracy,NA,from WISC,8.36,2.872281323,33,-,-,11.35,2.915475947,34,NA,-1,-1.013682448,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-1.033068037,-1.021101998,-1.025561539,-1.025561539,-1.013682448,0.058823529,33,0.977099237,-1.002075397,0.074038001,-0.991020296,0.342832682,0,-1.848102001,-0.13393859
426,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Anderson et al 2002/2007,2002,Rey-Osterrieth CFT-copy,NA,NA,Copy,NA,NA,27.24,6.72,36,-,-,29.26,4.92,69,NA,-1,-0.407572251,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.360909918,-0.358275539,-0.410569106,-0.410569106,-0.407572251,0.06631376,68,0.988929889,-0.40602406,0.067525933,-0.603634741,0.719321033,0,-2.401937323,1.194667841
452,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Anderson et al 2002/2007,2008,Sky Search,NA,NA,Number correct,Iit measures selective attention and visual search; children have to look for a particular space ship among similar distractors on a large piece of paper.,"ircle all the targets (spaceships) as quickly as
possible on a laminated sheet filled with very similar distractors.",17.6,2.872281323,33,NA,NA,18.79,2.332380758,34,NA,-1,-0.504298542,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.455561522,-0.450284748,-0.510208291,-0.510208291,-0.504298542,0.075367647,33,0.977099237,-0.498524131,0.079133197,-0.254133685,0.32653035,0,-1.07045956,0.56219219
154,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,NA,NA,NA,Brunner and Berry 1987,1987,Continuous perfomance task,accuracy,accuracy,False alarms,NA,NA,9.1,11.08,22,1529.32,-,7.67,7.11,12,NA,1,-0.196374187,NA,1,16.4,5.6,13.4,3.9,BY  6 WEEKS,NA,Coninuous - for all but 4 ppts who terminated diet by age 7,NA,-0.144494037,-0.141080792,-0.201125176,-0.201125176,-0.196374187,0.193720259,11,0.930232558,-0.187093187,0.195311344,-0.514355554,0.502573004,0,-1.770788066,0.742076957
228,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,NA,NA,NA,Van Zutphen et al 2007,2007,Flanker task-INTERFERENCE,accuracy,accuracy,Inhibition condition Errors,Colour-word switching,From D-KEFS,8.73,3.35,15,660,337,10,3,20,NA,-1,-0.413638677,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.402761221,-0.393537681,-0.423333333,-0.423333333,-0.413638677,0.13312963,19,0.96,-0.4064,0.137475971,-0.514355554,0.502573004,0,-1.770788066,0.742076957
229,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,NA,NA,NA,Van Zutphen et al 2007,2007,Flanker task-INTERFERENCE,accuracy,accuracy,Switching condition Errors,Colour-word Inhibition,From D-KEFS,9.54,2.07,15,660,337,10,3,20,NA,-1,-0.149821883,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.173867948,-0.169886239,-0.153333333,-0.153333333,-0.149821883,0.08174,19,0.96,-0.1472,0.082310206,-0.514355554,0.502573004,0,-1.770788066,0.742076957
490,Mixed-age,Visuo motor control,Visuo motor control,NA,NA,NA,Luciana et al 2001,2001,Motor screening task,accuracy,accuracy,Errors,Error,"quickly and accurately touch visual targets that are
presented one at a time on the computer screen",15.9,8.5,18,NA,NA,14.1,3.9,16,NA,1,-0.450635978,NA,1,17.88,2.74,16.32,2.92,NA,NA,NA,NA,-0.266813106,-0.260510435,-0.461538462,-0.461538462,-0.450635978,0.32639802,15,0.949152542,-0.438070404,0.332794876,-0.611036845,0.624640649,0,-2.172638468,0.950564777
230,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,NA,NA,NA,Van Zutphen et al 2007,2007,Stroop-INTERFERENCE,speed,speed,Inhibition condition ?,Colour-word switching,From D-KEFS,9.4,4.3,15,660,337,10,3,20,NA,-1,-0.195419847,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.166243511,-0.162436408,-0.2,-0.2,-0.195419847,0.186962963,19,0.96,-0.192,0.187933068,-0.514355554,0.502573004,0,-1.770788066,0.742076957
231,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,NA,NA,NA,Van Zutphen et al 2007,2007,Stroop-INTERFERENCE,speed,speed,Switching condition ?,Colour-word Inhibition,From D-KEFS,8.26,4.2,15,660,337,10,3,20,NA,-1,-0.566717557,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.488921188,-0.477724519,-0.58,-0.58,-0.566717557,0.180666667,19,0.96,-0.5568,0.188825252,-0.514355554,0.502573004,0,-1.770788066,0.742076957
155,Mixed-age,EF-Sustained attention,EF-Sustained attention,NA,NA,NA,Brunner and Berry 1987,1987,Continuous perfomance task,speed,speed,RT,NA,NA,415.18,107.71,22,1529.32,-,354.31,55.72,12,NA,1,-1.066621069,NA,1,16.4,5.6,13.4,3.9,BY  6 WEEKS,NA,Coninuous - for all but 4 ppts who terminated diet by age 8,NA,-0.653320163,-0.637887404,-1.092426418,-1.092426418,-1.066621069,0.253183961,11,0.930232558,-1.016210621,0.300124144,-0.920352373,0.876086568,0,-3.110568793,1.269864047
457,Mixed-age,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,NA,NA,NA,Griffiths 1995,1995,Simple RT,speed,NA,Button-pressing in response to single light stimulus. Preferred hand. Ten trials summated.,NA,NA,2.37,0.77,10,1014,216,2.2,0.47,10,NA,-1,0.346418939,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.266504825,0.255244058,0.361702128,0.361702128,0.346418939,0.368401992,9,0.914285714,0.330699088,0.374477652,-0.515177523,0.945348621,0,-2.878549075,1.84819403
491,Mixed-age,Visuo motor control,Visuo motor control,NA,NA,NA,Luciana et al 2001,2001,Motor screening task,speed,speed,Latency,latency,NA,812.3,184.1,18,NA,NA,796.1,222.1,16,NA,1,-0.071217122,NA,1,17.88,2.74,16.32,2.92,NA,NA,NA,NA,-0.079881261,-0.077994302,-0.072940117,-0.072940117,-0.071217122,0.100671388,15,0.949152542,-0.069231298,0.100831154,-0.611036845,0.624640649,0,-2.172638468,0.950564777
480,Mixed-age,Visuo motor control,Visuo motor control,NA,NA,NA,Griffiths 1995,1995,Peg transfer-Purdue Pegboard,speed,NA,Grooved pegboard - Time (sec.),Purdue Pegboard (Lafayette Instruments) without collars and washers. Total time for transferring 25 pegs from left to right column of holes and back again. Preferred hand; seconnds??,NA,51.5,5.42,10,1014,216,46.9,4.75,10,NA,-1,0.927501853,NA,1,20.6,3.8,NA,NA,NA,NA,NA,NA,0.902664693,0.864523931,0.968421053,0.968421053,0.927501853,0.230200111,9,0.914285714,0.885413534,0.273753284,-0.611036845,0.624640649,0,-2.172638468,0.950564777
68,Mixed-age,EF-Flexibility,EF-Flexibility-other,NA,NA,NA,Griffiths 1995,1995,Design fluency,NA,NA,Number of non-repeated designs in 3 min,Visual matching-to-sample of complex drawings. First items from MFFT20 (Caims & Cammock 1978). - Identify from a group of 6 similar figures the one tht matches a given sample. It measures One-minute time-limit per figure. It is supposed to test speed of reflection and impulsivity.,NA,18.2,3.43,10,1014,216,24.5,3.41,10,NA,-1,-1.769443641,NA,1,20.6,3.8,NA,NA,NA,NA,NA,NA,-1.842097389,-1.764262288,-1.847507331,-1.847507331,-1.769443641,0.20117646,9,0.914285714,-1.68914956,0.359689029,-0.704966472,0.850819706,0,-2.832015736,1.422082792
62,Mixed-age,EF-Flexibility,EF-Flexibility-other,NA,NA,NA,Van Zutphen et al 2007,2007,Design Fluency,NA,NA,Design fluency empy dots,NA,From D-KEFS,8.87,2.53,15,660,337,10,3,20,0.407211834,-1,-0.368040712,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.402103366,-0.392894892,-0.376666667,-0.376666667,-0.368040712,0.097414074,19,0.96,-0.3616,0.100854984,-0.704966472,0.850819706,0,-2.832015736,1.422082792
63,Mixed-age,EF-Flexibility,EF-Flexibility-other,NA,NA,NA,Van Zutphen et al 2007,2007,Design Fluency,NA,NA,Design fluency filled dots,NA,From D-KEFS,9.2,2.08,15,660,337,10,3,20,0.309919257,-1,-0.260559796,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.301999472,-0.295083454,-0.266666667,-0.266666667,-0.260559796,0.082047407,19,0.96,-0.256,0.083772039,-0.704966472,0.850819706,0,-2.832015736,1.422082792
64,Mixed-age,EF-Flexibility,EF-Flexibility-other,NA,NA,NA,Van Zutphen et al 2007,2007,Design Fluency,NA,NA,Percent Design Accuracy,NA,NA,6.15,3.87,15,660,337,10,3,20,1.111934516,-1,-1.25394402,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-1.1335472,-1.107588104,-1.283333333,-1.283333333,-1.25394402,0.16094,19,0.96,-1.232,0.200882737,-0.704966472,0.850819706,0,-2.832015736,1.422082792
78,Mixed-age,EF-Flexibility,EF-Flexibility-verbal,NA,NA,NA,Van Zutphen et al 2007,2007,Phonemic Fluency,NA,NA,Total words,NA,From D-KEFS,10.47,3.64,15,660,337,10,3,20,NA,-1,0.15307888,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,0.142997509,0.139722757,0.156666667,0.156666667,0.15307888,0.148145185,19,0.96,0.1504,0.148740453,-0.487934846,0.563967184,0,-1.897852806,0.921983114
86,Mixed-age,EF-Flexibility,EF-Flexibility-verbal,NA,NA,NA,Griffiths 1995,1995,Phonemic fluency,NA,NA,Total words correct,"F', 'A', 'S'",NA,33.8,9.43,10,1014,216,38.9,8.63,10,NA,-1,-0.565991546,NA,1,20.6,3.8,NA,NA,NA,NA,NA,NA,-0.564230756,-0.54039002,-0.590961761,-0.590961761,-0.565991546,0.219399304,9,0.914285714,-0.540307896,0.235617783,-0.487934846,0.563967184,0,-1.897852806,0.921983114
93,Mixed-age,EF-Flexibility,EF-Flexibility-verbal,NA,NA,NA,Van Zutphen et al 2007,2007,Semantic fluency,NA,NA,Total words,NA,From D-KEFS,11,3.92,15,660,337,10,3,20,NA,-1,0.325699746,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,0.292341467,0.285646625,0.333333333,0.333333333,0.325699746,0.163825185,19,0.96,0.32,0.166519922,-0.487934846,0.563967184,0,-1.897852806,0.921983114
66,Mixed-age,EF-Flexibility,EF-Flexibility-other,NA,NA,NA,Gassio et al 2005,2005,TMT–B,NA,NA,NA,NA,NA,45,13,26,489,181,53,11,21,NA,-1,-0.715083799,NA,1,12.3,3.7,11.8,3.6,NA,NA,NA,NA,-0.658337738,-0.647304145,-0.727272727,-0.727272727,-0.715083799,0.101338056,20,0.962025316,-0.699654776,0.113575976,-0.704966472,0.850819706,0,-2.832015736,1.422082792
65,Mixed-age,EF-Flexibility,EF-Flexibility-other,NA,NA,NA,Van Zutphen et al 2007,2007,TMT–B,NA,NA,TMT Numbe/letterr sequencing,NA,From D-KEFS,8.07,2.74,15,660,337,10,3,20,NA,-1,-0.628600509,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.667230733,-0.65195064,-0.643333333,-0.643333333,-0.628600509,0.105611852,19,0.96,-0.6176,0.115649477,-0.704966472,0.850819706,0,-2.832015736,1.422082792
67,Mixed-age,EF-Flexibility,EF-Flexibility-other,NA,NA,NA,Luciana et al 2001,2001,WCST,NA,NA,Average ES,NA,Set shifting task (analogous of WCST),7.925,7.1505,18,-,-,7.15,5.89,16,NA,1,-0.128470783,NA,1,17.88,2.74,16.32,2.92,NA,NA,NA,NA,-0.117607237,-0.114829113,-0.131578947,-0.131578947,-0.128470783,0.144378472,15,0.949152542,-0.124888492,0.144898376,-0.704966472,0.850819706,0,-2.832015736,1.422082792
124,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,NA,NA,NA,Van Zutphen et al 2007,2007,Combined Description Score,NA,NA,NA,NA,From D-KEFS,7.53,2.2,15,660,337,10,3,20,NA,-1,-0.804478372,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.918275798,-0.897246581,-0.823333333,-0.823333333,-0.804478372,0.085851852,19,0.96,-0.7904,0.102292172,-0.910729111,1.01160159,0,-3.439733086,1.618274863
125,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,NA,NA,NA,Van Zutphen et al 2007,2007,Confirmed correct sort,NA,NA,NA,NA,NA,8.07,2.09,15,660,337,10,3,20,NA,-1,-0.628600509,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.727657072,-0.71099317,-0.643333333,-0.643333333,-0.628600509,0.082356296,19,0.96,-0.6176,0.092393922,-0.910729111,1.01160159,0,-3.439733086,1.618274863
126,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,NA,NA,NA,Van Zutphen et al 2007,2007,Free Sorting Description,NA,NA,NA,NA,From D-KEFS,7.73,2.34,15,660,337,10,3,20,NA,-1,-0.739338422,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.828621687,-0.809645618,-0.756666667,-0.756666667,-0.739338422,0.09056,19,0.96,-0.7264,0.104445709,-0.910729111,1.01160159,0,-3.439733086,1.618274863
138,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,NA,NA,NA,Griffiths 1995,1995,Matching figures,NA,NA,N correct/21,Visual matching-to-sample of complex drawings. First items from MFFT20 (Caims & Cammock 1978). - Identify from a group of 6 similar figures the one tht matches a given sample. It measures One-minute time-limit per figure. It is supposed to test speed of reflection and impulsivity.,NA,7.2,1.4,10,1014,216,8.8,1.23,10,NA,-1,-1.245849078,NA,1,20.6,3.8,NA,NA,NA,NA,NA,NA,-1.214196122,-1.16289206,-1.300813008,-1.300813008,-1.245849078,0.229552515,9,0.914285714,-1.18931475,0.308134158,-0.910729111,1.01160159,0,-3.439733086,1.618274863
127,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,NA,NA,NA,Van Zutphen et al 2007,2007,Sort Recognition Description,NA,NA,NA,NA,From D-KEFS,7.6,1.72,15,660,337,10,3,20,NA,-1,-0.781679389,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.945960414,-0.924297199,-0.8,-0.8,-0.781679389,0.071914074,19,0.96,-0.768,0.087435758,-0.910729111,1.01160159,0,-3.439733086,1.618274863
133,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,NA,NA,NA,Luciana et al 2001,2001,Tower Puzzle,NA,NA,"Average of 3,4,5 move problems-accuracy",NA,NA,5.4,1.32,18,-,-,5.07,0.943,16,NA,1,-0.341680514,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.284812564,-0.278084708,-0.349946978,-0.349946978,-0.341680514,0.1713559,15,0.949152542,-0.332153064,0.175033422,-0.910729111,1.01160159,0,-3.439733086,1.618274863
137,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,NA,NA,NA,Luciana et al 2001,2001,Tower Puzzle,NA,NA,"Average of 3,4,5 move problems-time",NA,NA,8114.2,5721.61,18,-,-,9264,9109.58,16,NA,1,0.123237226,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.153251648,0.14963153,0.126218772,0.126218772,0.123237226,0.084416303,15,0.949152542,0.119800868,0.084894711,-0.910729111,1.01160159,0,-3.439733086,1.618274863
128,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,NA,NA,NA,Van Zutphen et al 2007,2007,Tower Puzzle,NA,NA,Total achievement,NA,From D-KEFS,8.8,2.93,15,660,337,10,3,20,NA,-1,-0.390839695,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.403971784,-0.394720521,-0.4,-0.4,-0.390839695,0.113591852,19,0.96,-0.384,0.117472273,-0.910729111,1.01160159,0,-3.439733086,1.618274863
153,Mixed-age,EF-Sustained attention,EF-Sustained attention,NA,NA,NA,Brunner and Berry 1987,1987,Continuous perfomance task,NA,NA,Misses,NA,NA,14.6,13.84,22,1529.32,-,7.16,12.97,12,NA,1,-0.560081108,NA,1,16.4,5.6,13.4,3.9,BY  6 WEEKS,NA,Coninuous - for all but 4 ppts who terminated diet by age 6,NA,-0.549189321,-0.536216345,-0.573631457,-0.573631457,-0.560081108,0.135090387,11,0.930232558,-0.533610658,0.14803313,-0.920352373,0.876086568,0,-3.110568793,1.269864047
170,Mixed-age,EF-Sustained attention,EF-Sustained attention,NA,NA,NA,Van Zutphen et al 2007,2007,Visual Scanning,NA,NA,part of the TMT of D-KEFS identify all numbers '3' in a matrix,NA,From D-KEFS,8.27,3.89,15,660,337,10,3,20,NA,-1,-0.56346056,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.507912718,-0.496281129,-0.576666667,-0.576666667,-0.56346056,0.16208963,19,0.96,-0.5536,0.170154708,-0.920352373,0.876086568,0,-3.110568793,1.269864047
524,Mixed-age,IQ,IQ,NA,NA,NA,Aldridge et al 2020,2020,WASI,NA,NA,WASI - Performance Index,NA,NA,106.3,11.8,20,593.3,356,113.9,13.4,20,NA,-1,-0.555896017,NA,1,16,3.8,16.2,3.8,NA,Since birth,-,Since birth,-0.601962495,-0.590002975,-0.567164179,-0.567164179,-0.555896017,0.088772555,19,0.96,-0.544477612,0.096574025,-0.588356605,0.423007411,0,-1.645875132,0.469161923
526,Mixed-age,IQ,IQ,NA,NA,NA,Antenor-Dorsey 2013,2013,WASI,NA,NA,WASI - Performance Index,NA,NA,99,13,32,734,410,109,11,12,NA,-1,-0.892759935,NA,1,18,9,17.8,8,NA,Early treated,NA,NA,-0.799543249,-0.785180196,-0.909090909,-0.909090909,-0.892759935,0.126980028,11,0.930232558,-0.845665962,0.159486888,-0.588356605,0.423007411,0,-1.645875132,0.469161923
525,Mixed-age,IQ,IQ,NA,NA,NA,Bodner et al 2012,2012,WASI,NA,NA,WASI - Performance Index,NA,NA,99.3,11.3,13,780,418,110.1,9.4,13,NA,-1,-1.112653975,NA,1,22.1,9.4,22.7,8.9,NA,At birth,NA,NA,-1.039110224,-1.006296217,-1.14893617,-1.14893617,-1.112653975,0.188085455,12,0.936170213,-1.075599819,0.236290245,-0.588356605,0.423007411,0,-1.645875132,0.469161923
281,Mixed-age,Verbal memory and learning,Verbal memory and learning,NA,NA,NA,Griffiths 1995,1995,Word-list learning,NA,NA,"Rey Verbal Learning. Total Recall of orally presented t5-word list, repeated five times",NA,NA,46.7,8.08,10,1014,216,55.1,7.4,10,NA,-1,-1.087171679,NA,1,20.6,3.8,NA,NA,NA,NA,NA,NA,-1.08422574,-1.038413385,-1.135135135,-1.135135135,-1.087171679,0.21922279,9,0.914285714,-1.037837838,0.279062089,-0.513752504,0.567883572,0,-1.933461435,0.905956427
377,Mixed-age,Visual learning LTM,Visual learning LTM,NA,NA,NA,Luciana et al 2001,2001,Delayed matching to sample,NA,NA,Pattern condition,% correct,Delayed mattching to sample a number of geometric patterns are presented; then the ppts has to decide which of two patterns was presented before,0.89,0.11,18,NA,-,0.92,0.1,16,NA,-1,-0.292913386,NA,1,17.88,2.74,16.32,2.92,NA,NA,NA,NA,-0.284547197,-0.277825609,-0.3,-0.3,-0.292913386,0.129722222,15,0.949152542,-0.284745763,0.132424894,-0.902362853,0.83575546,0,-2.991751502,1.187025796
378,Mixed-age,Visual learning LTM,Visual learning LTM,NA,NA,NA,Luciana et al 2001,2001,Delayed matching to sample,NA,NA,Spatial condition,% correct,Point to the location (out of 5) where a given stimulus was presetned,0.7,0.16,18,NA,-,0.75,0.16,16,NA,-1,-0.30511811,NA,1,17.88,2.74,16.32,2.92,NA,NA,NA,NA,-0.3125,-0.30511811,-0.3125,-0.3125,-0.30511811,0.118055556,15,0.949152542,-0.296610169,0.120988142,-0.902362853,0.83575546,0,-2.991751502,1.187025796
392,Mixed-age,Visual learning LTM,Visual learning LTM,NA,NA,NA,Griffiths 1995,1995,Rey-Davis Manual Labyrinth,NA,NA,"Systematic search and recall, repeated five times, of single peg positions in each of four stacked wooden boards, each board containing a further eight distractor pegs (Zangwill 1946)",NA,NA,14.5,3.95,10,1014,216,17.6,1.08,10,NA,-1,-2.749087115,NA,1,20.6,3.8,NA,NA,NA,NA,NA,NA,-1.070593012,-1.025356687,-2.87037037,-2.87037037,-2.749087115,1.437662894,9,0.914285714,-2.624338624,1.820282517,-0.902362853,0.83575546,0,-2.991751502,1.187025796
399,Mixed-age,Visual STM/WM,Visual STM/WM,NA,NA,NA,Luciana et al 2001,2001,Corsi Block task,NA,NA,NA,span,???,6.7,1.4,18,NA,-,6.2,1.4,16,NA,-1,0.348706412,NA,1,17.88,2.74,16.32,2.92,NA,NA,NA,NA,0.357142857,0.348706412,0.357142857,0.357142857,0.348706412,0.118055556,15,0.949152542,0.338983051,0.121885873,-0.482574897,0.772464677,0,-2.413736589,1.448586794
400,Mixed-age,Visual STM/WM,Visual STM/WM,NA,NA,NA,Luciana et al 2001,2001,Corsi Block task,NA,NA,NA,Easy-item,NA,0.71,1.7,18,NA,-,1.6,4.07,16,NA,-1,-0.21350771,NA,1,17.88,2.74,16.32,2.92,NA,NA,NA,NA,-0.291840781,-0.284946904,-0.218673219,-0.218673219,-0.21350771,0.072192516,15,0.949152542,-0.207554241,0.073628475,-0.482574897,0.772464677,0,-2.413736589,1.448586794
401,Mixed-age,Visual STM/WM,Visual STM/WM,NA,NA,NA,Luciana et al 2001,2001,Corsi Block task,NA,NA,NA,Hard-item,NA,21.6,16.8,18,NA,-,30.4,16.9,16,NA,-1,-0.508409822,NA,1,17.88,2.74,16.32,2.92,NA,NA,NA,NA,-0.522349777,-0.510010806,-0.520710059,-0.520710059,-0.508409822,0.117400039,15,0.949152542,-0.494233277,0.125542256,-0.482574897,0.772464677,0,-2.413736589,1.448586794
402,Mixed-age,Visual STM/WM,Visual STM/WM,NA,NA,NA,Luciana et al 2001,2001,Corsi Block task,NA,NA,NA,Strategy,NA,32.6,4.6,18,NA,-,33.3,4.33,16,NA,-1,-0.157844011,NA,1,17.88,2.74,16.32,2.92,NA,NA,NA,NA,-0.15640829,-0.152713606,-0.161662818,-0.161662818,-0.157844011,0.125199975,15,0.949152542,-0.153442674,0.125984797,-0.482574897,0.772464677,0,-2.413736589,1.448586794
501,Mixed-age,Visuo motor control,Visuo motor control,NA,NA,NA,Van Zutphen et al 2007,2007,TMT-A,NA,NA,TMT Letter sequencing,NA,From D-KEFS,7.6,4,15,660,337,10,3,20,NA,-1,-0.781679389,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.693696756,-0.677810571,-0.8,-0.8,-0.781679389,0.168518519,19,0.96,-0.768,0.184040203,-0.611036845,0.624640649,0,-2.172638468,0.950564777
502,Mixed-age,Visuo motor control,Visuo motor control,NA,NA,NA,Van Zutphen et al 2007,2007,TMT-A,NA,NA,TMT Number sequencing,NA,From D-KEFS,8.6,3.76,15,660,337,10,3,20,NA,-1,-0.455979644,NA,1,14.8,3,NA,NA,NA,NA,NA,NA,-0.418711741,-0.409122922,-0.466666667,-0.466666667,-0.455979644,0.154722963,19,0.96,-0.448,0.160004647,-0.611036845,0.624640649,0,-2.172638468,0.950564777
