"Order","Age..group","Func_EF_flex_one","Function","ES_group","Study","Year","Task","speed.acc....all.speed.tasks.even.if.no.matched.with.accuracy.","speed.acc.matched","Condition.measure","More.information","X","X.1","x.","SD","N..obs","Current.Phe.Mean","SD.1","X.2","x..1","SD.2","N..obs.1","X.3","Cohen..s.D...not.revr","X.4","Coeff","Glass.delta","SD.glass","Include","X.5","x..2","SD.3","X.6","x..3","SD.4","Age.diet.starts","Age.diet.starts.1","Diet.termination","Age.diet.starts.2","X.7"
202,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Sundermann et al 2011-Gr2",2011,"Stroop-INTERFERENCE","speed","","Placebo 2nd session -incongruent cond RT"," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour","","",1045,"137.9000",9,"1210.0000",320,"",1046.2,"213.9000",15,"","0.01",NA,1,"0.01","",0,"","","","",NA,"","","","","",""
203,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Sundermann et al 2011-Gr2",2011,"Stroop-INTERFERENCE","speed","","Placebo 2nd session -incongruent cond RT"," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour","","",984.8,"210.4000",9,"1210.0000",320,"",962.2,"194.2000",15,"","-0.11",NA,1,"-0.11","",0,"","","","",NA,"","","","","",""
91,"Mixed-age","EF-Flexibility","EF-Flexibility-verbal","","Van Zutphen et al 2007",2007,"Semantic fluency","","","Category Switching","","From D-KEFS","",9.4,"3.6600",15,"660.0000",337,"",10,"3.0000",20,"","",NA,-1,"-0.20","",0,"","14.8","3","",NA,"","","","","",""
92,"Mixed-age","EF-Flexibility","EF-Flexibility-verbal","","Van Zutphen et al 2007",2007,"Semantic fluency","","","Category Switching Accuracy","","From D-KEFS","",8.93,"4.0000",15,"660.0000",337,"",10,"3.0000",20,"","",NA,-1,"-0.35","",0,"","14.8","3","",NA,"","","","","",""
249,"Children","EF-Inhibitory control-baseline; Language speed","EF-Inhibitory control-baseline; Language speed","ES_large","Weglage et al 1996/1999",1996,"Stroop-baseline-speed","speed","","CWIT Colour naming speed ","","","",83.5,"16.7000",20,"582.0000",372,"",62.1,"12.1000",20,"","",NA,1,"3.68","",0,"","","","",NA,"","","","","",""
250,"Children","EF-Inhibitory control-baseline; Language speed","EF-Inhibitory control-baseline; Language speed","ES_large","Weglage et al 1996/1999",1999,"Stroop-baseline-speed","speed","","CWIT Colour naming Speed (older group 14+)","Weglage 1999; time 2","","",67.4,"11.2000",20,"744.0000",456,"1999 report of 1996  Phe and 1996 Phe aren't the same",56.6,"8.2000",20,"","",NA,1,"-1.29","",0,"","","","",NA,"","","","","",""
291,"Children","Verbal memory and learning","Verbal memory and learning","ES_medium","White et al 2001",2001,"Word-list learning","","","CVLT -Trial 1 (words correct)","","","",6.52,"2.0000",23,"496.4000",230,"",6.87,"1.4600",23,"","",NA,-1,"-0.24","",0,"","10.7","3.4","",11.1,"3.7","","","","",""
292,"Children","Verbal memory and learning","Verbal memory and learning","ES_medium","White et al 2001",2001,"Word-list learning","","","CVLT -Trial 1 semantic cluster ratio","","","",0.28,"0.1500",23,"496.4000",230,"",0.27,"0.1900",23,"","",NA,-1,"0.05","",0,"","10.7","3.4","",11.1,"3.7","","","","",""
293,"Children","Verbal memory and learning","Verbal memory and learning","ES_medium","White et al 2001",2001,"Word-list learning","","","CVLT -List B (words correct)","","","",5.91,"1.9800",23,"496.4000",230,"",6.04,"2.4000",23,"","",NA,-1,"-0.05","",0,"","10.7","3.4","",11.1,"3.7","","","","",""
559,"","excluded","excluded","","",NA,"","","","","","","",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",0,"","","","",NA,"","","","","",""
560,"Children","IQ","IQ","","Soleymani 2015",2015,"WPPSI","","","some late treated","","","",83.37,"8.5300",8,NA,NA,"",99.55,"6.3500",42,"","",NA,-1,"-2.51","",0,"","4.26","0.67","",4.97,"0.9","At diagnosis (diganosed at newborn screening)","","","",""
561,"Children","IQ","IQ","","Feldmann 2019",2019,"WISC & WAIS","","","Mild pku as controls","","include? Mild pku as controls","",95.2,"12.3000",28,"528.0000",312,"",92.7,"13.9000",21,NA,"",NA,-1,"0.18","0.17",0,"",NA,"","",NA,"","","","","",""
562,"Children","IQ","IQ","","Weglage 2000",2000,"CFT-20","","","DIABETIC CONTROLS","","","",100,"14.0000",42,"894.0000",360,"",104,"12.0000",42,NA,"",NA,-1,"-0.33","-0.33",0,"",NA,"","",NA,"","","","","",""
563,"","","","","",NA,"","","","","","","",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",0,"","","","",NA,"","","","","",""
564,"Children","EF-Flexibility","EF-Flexibility-verbal","ES_small","Duarte et al 2023",2023,"Semantic fluency","","","Animals","number in 60 sec","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",14.4,"3.1400",27,"",NA,"",14.7,"3.1400",28,"","",NA,-1,"","",0,"","11.1","2.98","",9.82,"2.13","","","","",""
565,"Children","EF-Flexibility","EF-Flexibility-verbal","ES_small","Duarte et al 2023",2023,"Semantic fluency","","","Animals","number in 60 sec","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",14.4,"3.1400",27,"",NA,"",14.7,"3.1400",28,"28","",NA,-1,"-0.09","",0,"","11.1","2.98","",9.82,"2.13","","","","",""
566,"Children","EF-Flexibility","EF-Flexibility-verbal","ES_small","Duarte et al 2023",2023,"Phonemic fluency","","","total in 60 sec","letters: R,A,S","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",21.7,"10.7000",27,"",NA,"",24.2,"8.4600",28,"","",NA,-1,"-0.29","-0.31",0,"","11.1","2.98","",9.82,"2.13","","","","",""
567,"Children","EF-Reasoning and planning","EF-Reasoning and planning","ES_large","Duarte et al 2023",2023,"Animal sorting","","","Raw scores","This subtest is designed to assess the ability to formulate basic concepts, to transfer those concepts into action (sort into categories), and to shift set from one concept to another. The child sorts cards into two groups of four cards each using various self-initiated sorting criteria.","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",4.11,"1.8000",27,"",NA,"",4.07,"1.8800",28,"28","",NA,-1,"0.02","",0,"","11.1","2.98","",9.82,"2.13","","","","",""
568,"Children","Verbal STM/WM","Verbal STM/WM","ES_small","Duarte et al 2023",2023,"Digit span","","","score","max 8","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",3.48,"0.8000",27,"",NA,"",3.79,"1.2300",28,NA,"",NA,-1,"-0.25","",0,"","11.1","2.98","",9.82,"2.13","","","","",""
569,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Duarte et al 2023",2023,"IN-I (Inhibition)","","","Inhibition","can't figure out measure?? But low scores indicate ""poor sustained attention, inhibition, or working memory"" from NEPSY-II: A Developmental Neuropsychological Assessment, Second Edition","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",1.04,"0.2980",27,"",NA,"",1.04,"0.4700",28,NA,"",NA,-1,"0.00","",0,"","11.1","2.98","",9.82,"2.13","","","","",""
570,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Duarte et al 2023",2023,"IN-N (Naming)","","","Naming","can't figure out measure?? But low scores indicate ""poor sustained attention, inhibition, or working memory"" from NEPSY-II: A Developmental Neuropsychological Assessment, Second Edition","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","Glass delta looks odd; Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",2.44,"4.8800",27,"",NA,"",1.04,"0.1900",28,NA,"",NA,-1,"7.26","",0,"","11.1","2.98","",9.82,"2.13","","","","",""
571,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Duarte et al 2023",2023,"IN-S (Switching)","","","Switching","can't figure out measure?? But low scores indicate ""poor sustained attention, inhibition, or working memory"" from NEPSY-II: A Developmental Neuropsychological Assessment, Second Edition","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",0.61,"0.1860",27,"",NA,"",0.65,"0.1900",28,NA,"",NA,-1,"-0.21","",0,"","11.1","2.98","",9.82,"2.13","","","","",""
572,"Children","Visual STM/WM","Visual STM/WM","ES_medium","Duarte et al 2023",2023,"Corsi Block task ","","","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","max 7","","Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",6.11,"2.5500",27,"",NA,"",6.14,"1.9600",28,NA,"",NA,-1,"-0.02","",0,"","11.1","2.98","",9.82,"2.13","","","","",""
573,"Children","EF-Sustained attention","EF-Sustained attention","ES_medium","Duarte et al 2023",2023,"Response set (auditory control and vigilence)","","","raw scores","","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",31.3,"6.0200",27,"",NA,"",34.1,"3.5600",28,"","",NA,-1,"-0.76","-0.78",0,"","11.1","2.98","",9.82,"2.13","","","","",""
574,"","","","","",NA,"","","","","","","",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",0,"","","","",NA,"","","","","",""
575,"Adults","Visuo-spatial attention acc","Visuo-spatial attention acc","ES_small","Manti et al 2023",2023,"Choice detection-acc","accuracy","accuracy","Accuracy (max=64)","","","",60.7,"6.9000",7,"1311.0000",278,"At T0 (before resume strict diet)",64,"0.0000",7,NA,"",NA,-1,"--","",0,"",NA,"","",NA,"","","","","",""
576,"Adults","EF-Flexibility","EF-Flexibility-verbal","ES_medium","Manti et al 2023",2023,"Digit/symbol coding","","","Raw scores","","","",51.4,"9.6000",7,"1311.0000",278,"At T0 (before resume strict diet)",69,"2.3100",7,"7","",NA,-1,"-7.13","",0,"",NA,"","",NA,"The participant is given 120 s to fill as many boxes as possible with a symbol corresponding to a number according to a key.","","","","",""
577,"Adults","EF-Flexibility","EF-Flexibility-verbal","ES_medium","Manti et al 2023",2023,"Phonemic fluency","","","Letter fluency - N correct","","","difference looks very large - but this is what is reported",24.6,"12.8000",7,"1311.0000",278,"At T0 (before resume strict diet)",54.3,"8.9000",7,"7","",NA,-1,"-2.69","",0,"",NA,"","",NA,"Participants are asked to orally produce as many words as possible beginning with a specific letter. The test consists of three trials of 1 min each.","","","","",""
578,"Adults","EF-Flexibility","EF-Flexibility-verbal","ES_medium","Manti et al 2023",2023,"Semantic fluency ","","","Semantic fluency - N correct","ANIMALS","","",42.6,"16.1000",7,"1311.0000",278,"At T0 (before resume strict diet)",51.4,"6.8000",7,NA,"",NA,-1,"-1.21","",0,"",NA,"","",NA,"articipants are asked to generate as many words as possible from a given semantic category (e.g., “animals”) within a limited time, usually 1 min. This requires planning an efficient search through the lexicon.","","","","",""
579,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Manti et al 2023",2023,"Hayling sentence completion","","","Accuracy (max=10)","","","",8.9,"2.0000",7,"1311.0000",278,"At T0 (before resume strict diet)",10,"1.8000",7,"SD from De Felice et al 2018","",NA,-1,"-0.57","",0,"","11.18","3.4","",10.29,"3.1","","","","",""
580,"Adults","Higher Language Skills","Higher Language Skills","","Manti et al 2023",2023,"Understanding of metaphors","","","accuracy measures (correct response rates) are taken.","","","",2.3,"3.4000",7,"1311.0000",278,"At T0 (before resume strict diet)",5,"3.1000",7,"SD from De Felice et al 2018, Metaphor Picture?","1.123051947",NA,-1,"-0.82","",0,"",NA,"","",NA,"","","","","",""
581,"Adults","Language accuracy","Language accuracy","ES_small","Manti et al 2023",2023," Naming-accuracy","","","","Continuous picture naming (corr. Max - 165)","","",123.3,"17.1000",7,"1311.0000",278,"At T0 (before resume strict diet)",146.3,"15.0000",7,NA,"",NA,-1,"-1.44","",0,"",NA,"","",NA,"","","","","",""
582,"Adults","Language accuracy","Language accuracy","ES_small","Manti et al 2023",2023,"Nonword reading-accuracy","","","","Non-word reading (corr. Max = 40)","","",39.6,"0.5000",7,"1311.0000",278,"At T0 (before resume strict diet)",40,"0.5000",7,"used PKU SD","",NA,-1,"-0.75","",0,"",NA,"","",NA,"","","","","",""
583,"Adults","Language accuracy","Language accuracy","ES_small","Manti et al 2023",2023,"Spelling","","","Corr. Max = 30","","","",29.1,"1.6000",7,"1311.0000",278,"At T0 (before resume strict diet)",30,"0.0000",7,NA,"",NA,-1,"-0.55","",0,"",NA,"","",NA,"","","","","",""
584,"Adults","Language accuracy","Language accuracy","ES_small","Manti et al 2023",2023,"Word reading-Accuracy","accuracy","","","Word reading (corr. Max = 40)","","",39.6,"0.5000",7,"1311.0000",278,"At T0 (before resume strict diet)",40,"0.3200",7,"from Palermo et al 2017","",NA,-1,"-1.17","",0,"",NA,"","",NA,"","","","","",""
585,"Adults","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Manti et al 2023",2023,"Simple detection-RT","speed","","RT","","","",664,"418.0000",7,"1311.0000",278,"At T0 (before resume strict diet)",287,"20.0000",7,NA,"",NA,1,"-17.65","-1.192719535",0,"",NA,"","",NA,"","","","","",""
586,"Adults","EF-Sustained attention","EF-Sustained attention","ES_large","Manti et al 2023",2023,"RVP","speed","","RT","","","",526.1,"78.4000",7,"1311.0000",278,"At T0 (before resume strict diet)",332.7,"22.2000",7,NA,"-3.36",NA,1,"-8.16","",0,"",NA,"","",NA,"","","","","",""
587,"Adults","EF-Sustained attention","EF-Sustained attention","ES_large","Manti et al 2023",2023,"RVP","accuracy","","Accuracy (% Errors)","","","",17.4,"7.3000",7,"1311.0000",278,"At T0 (before resume strict diet)",6.4,"1.6000",7,NA,"-2.08",NA,1,"-6.44","",0,"",NA,"","",NA,"","","","","",""
588,"Adults","Verbal memory and learning","Verbal memory and learning","ES_small","Manti et al 2023",2023,"Paired associates verbal learning ","","","Immediate recall, corr. Max = 45","","","",7.3,"5.6000",7,"1311.0000",278,"At T0 (before resume strict diet)",38.9,"5.6000",7,NA,"",NA,-1,"-5.28","",0,"",NA,"","",NA,"","","","","",""
589,"Adults","Verbal memory and learning","Verbal memory and learning","ES_small","Manti et al 2023",2023,"Paired associates verbal learning ","","","Delayed recall, corr. Max = 9)","","","",1.3,"1.3000",7,"1311.0000",278,"At T0 (before resume strict diet)",6.3,"1.1000",7,NA,"",NA,-1,"-4.26","",0,"",NA,"","",NA,"","","","","",""
590,"Adults","Verbal memory and learning","Verbal memory and learning","ES_small","Manti et al 2023",2023,"Word-list learning","","","Rey Immediate recall (Trial A1-A5, max = 75)","","","",31.4,"5.4000",7,"1311.0000",278,"At T0 (before resume strict diet)",50.5,"4.6000",7,NA,"",NA,-1,"-3.89","",0,"",NA,"","",NA,"","","","","",""
591,"Adults","Verbal memory and learning","Verbal memory and learning","ES_small","Manti et al 2023",2023,"Word-list learning","","","Rey Delayed Recall (Trial A6, n=15)","","","",5.8,"2.6000",7,"1311.0000",278,"At T0 (before resume strict diet)",11.1,"1.3000",7,NA,"",NA,-1,"-3.82","",0,"",NA,"","",NA,"","","","","",""
592,"Adults","Verbal STM/WM","Verbal STM/WM","ES_medium","Manti et al 2023",2023,"Digit span","","","","","","",3.6,"1.0000",7,"1311.0000",278,"At T0 (before resume strict diet)",7.6,"0.5000",7,NA,"",NA,-1,"-7.49","",0,"",NA,"","",NA,"","","","","",""
593,"Adults","Visuo motor control","Visuo motor control","ES_large","Manti et al 2023",2023,"Grooved pegboard","speed","","Speed (s)","","","",83.9,"25.9000",7,"1311.0000",278,"At T0 (before resume strict diet)",64.1,"5.9000",7,NA,"",NA,1,"-3.14","",0,"",NA,"","",NA,"","","","","",""
594,"Adults","Visuo motor control","Visuo motor control","ES_large","Manti et al 2023",2023,"Grooved pegboard","accuracy","","Accuracy (% of Errors)","","","",1,"1.8000",7,"1311.0000",278,"At T0 (before resume strict diet)",0,"0.0000",7,"no accuracy in Romani 2020","",NA,1,"#DIV/0!","",0,"",NA,"","",NA,"","","","","",""
595,"","","","","",NA,"","","","","","","",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",0,"0","","","",NA,"","","","","",""
596,"Adults","Visual spatial attention speed","Visual spatial attention speed","","Manti et al 2023",2023,"Choice detection-RT","speed","speed","RT","","","",485,"90.0000",7,"1311.0000",278,"At T0 (before resume strict diet)",384,"25.0000",7,NA,"",NA,1,"-3.78","",0,"",NA,"","",NA,"","","","","",""
597,"Adults","Visual spatial attention speed","Visual spatial attention speed","","Manti et al 2023",2023,"Conjoined search-RT","speed","speed","RT","","","",1320,"394.0000",7,"1311.0000",278,"At T0 (before resume strict diet)",844,"55.0000",7,NA,"",NA,1,"-8.1","",0,"",NA,"","",NA,"","","","","",""
